player,team,PF,P_all,P_T100,P_T1000,CP_all,CP_T100,CP_T1000,CP_all_diff,CP_T100_diff,CP_T1000_diff,P_all_diff,P_T100_diff,P_T1000_diff,P_rookies%,P_exp%,P_vets%,trend,pos,game
M. Ginter,SCF,0.5,0.6,1.0,0.8,,,,,,,0.1,0.0,0.0,0.6,0.5,0.9,-1.8,F,BL
M. Kempf,BSC,0.5,0.6,0.0,0.4,,,,,,,0.1,0.0,0.2,0.0,0.9,0.4,-0.9,F,BL
O. Baumann,HOF,0.5,0.6,0.0,0.2,,,,,,,-0.2,0.0,-0.1,0.3,0.8,0.4,-0.9,G,BL
N. Soldo,KOE,0.5,0.5,0.0,0.3,,,,,,,-0.1,-1.0,-0.3,0.0,0.3,1.3,0.0,F,BL
M. Mittelstädt,BSC,0.5,0.5,0.0,0.3,,,,,,,0.1,0.0,0.2,0.0,0.4,1.1,0.0,F,BL
K. Kone,BMG,0.5,0.5,1.0,0.5,,,,,,,0.3,0.0,0.3,0.3,0.5,0.6,0.0,M,BL
J. Heekeren,S04,0.5,0.5,0.0,0.3,,,,,,,0.0,0.0,0.0,0.3,0.8,0.2,0.0,G,BL
D. Drexler,S04,0.5,0.4,0.0,0.4,,,,,,,0.0,0.0,0.0,0.0,0.4,0.9,0.9,M,BL
R. Zalazar,S04,0.5,0.4,0.0,0.2,,,,,,,0.1,0.0,-0.1,0.6,0.1,0.6,1.8,M,BL
K. Mavropanos,VFB,0.4,0.5,0.0,0.2,,,,,,,0.2,0.0,0.1,0.0,0.5,0.9,-0.9,F,BL
R. Schmid,WER,0.4,0.5,2.0,0.6,,,,,,,0.0,0.0,0.0,0.9,0.5,0.2,-0.9,M,BL
M. Langer,S04,0.4,0.4,0.0,0.4,,,,,,,-0.1,0.0,0.1,0.6,0.5,0.2,0.0,G,BL
K. Demirbay,B04,0.4,0.4,0.0,0.5,,,,,,,0.1,0.0,0.0,0.9,0.4,0.0,0.9,M,BL
R. Borre,FFM,0.4,0.3,0.0,0.4,,,,,,,-0.1,0.0,-0.2,0.9,0.1,0.2,1.8,A,BL
T. Delaney,HOF,0.4,0.3,0.0,0.3,,,,,,,-1.5,0.0,-1.0,0.0,0.3,0.6,1.8,M,BL
F. Jensen,FCA,0.4,0.3,0.0,0.4,,,,,,,0.1,0.0,0.2,0.3,0.0,0.6,2.7,M,BL
D. Kohr,M05,0.4,0.3,1.0,0.4,,,,,,,0.1,1.0,0.2,0.0,0.5,0.0,2.7,M,BL
L. Klostermann,RBL,0.4,0.8,1.0,0.9,,,,,,,0.0,-1.0,-0.2,1.9,0.5,0.4,-5.4,F,BL
J. Stanisic,BAY,0.4,0.2,0.0,0.3,,,,,,,-0.1,0.0,0.1,0.3,0.3,0.0,3.6,F,BL
R. Gravenberch,BAY,0.4,0.6,0.0,0.5,,,,,,,0.3,0.0,0.4,0.3,0.9,0.4,-3.6,M,BL
V. Lampropoulos,BOC,0.4,0.6,0.0,0.2,,,,,,,0.1,0.0,0.0,0.6,0.8,0.2,-2.7,F,BL
N. Höfler,SCF,0.4,0.4,2.0,0.7,,,,,,,-0.1,0.0,0.0,1.3,0.3,0.2,-0.9,M,BL
R. Gumny,FCA,0.4,0.4,0.0,0.3,,,,,,,-0.1,0.0,-0.2,0.0,0.3,0.9,0.0,F,BL
M. Tel,BAY,0.4,0.4,0.0,0.2,,,,,,,0.1,0.0,0.1,1.6,0.1,0.0,0.0,A,BL
M. Olesen,KOE,0.4,0.4,0.0,0.1,,,,,,,-0.2,0.0,-0.3,0.6,0.4,0.2,0.0,M,BL
P. Hincapie,B04,0.4,0.4,0.0,0.3,,,,,,,-1.1,-2.0,-1.1,0.6,0.4,0.2,0.0,F,BL
A. Haidara,RBL,0.4,0.4,0.0,0.2,,,,,,,0.0,0.0,-0.1,0.3,0.5,0.2,0.0,M,BL
F. Müller,VFB,0.4,0.4,0.0,0.3,,,,,,,-0.7,0.0,-0.6,1.3,0.0,0.4,0.0,G,BL
A. Caricol,M05,0.4,0.3,0.0,0.3,,,,,,,0.1,0.0,0.0,0.9,0.0,0.4,0.9,F,BL
C. Lenz,FFM,0.3,0.4,1.0,0.5,,,,,,,-0.1,0.0,-0.1,0.9,0.3,0.2,-0.9,F,BL
A. Knauff,FFM,0.3,0.4,0.0,0.3,,,,,,,0.1,0.0,-0.1,0.6,0.5,0.0,-0.9,A,BL
K. Kampl,RBL,0.3,0.4,0.0,0.3,,,,,,,0.1,0.0,-0.1,1.3,0.3,0.0,-0.9,M,BL
D. Beljo,FCA,0.3,0.3,0.0,0.2,,,,,,,-0.1,0.0,-0.1,0.3,0.3,0.4,0.0,A,BL
L. Kübler,SCF,0.3,0.3,0.0,0.3,,,,,,,0.0,-1.0,0.0,0.9,0.1,0.2,0.0,F,BL
M. Plattenhardt,BSC,0.3,0.3,0.0,0.4,,,,,,,0.0,0.0,0.0,0.3,0.1,0.6,0.0,F,BL
J. Tah,B04,0.3,0.3,0.0,0.3,,,,,,,-0.6,-1.0,-0.6,0.6,0.3,0.2,0.0,F,BL
S. Mane,BAY,0.3,0.3,0.0,0.3,,,,,,,0.2,0.0,0.3,0.9,0.1,0.0,0.9,A,BL
D. Latza,S04,0.3,0.3,0.0,0.2,,,,,,,0.0,0.0,0.0,0.3,0.0,0.6,0.9,M,BL
J. Quarshie,HOF,0.3,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.6,0.1,0.0,1.8,F,BL
S. Azmoun,B04,0.3,0.2,1.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.4,1.8,A,BL
J. Leweling,UBL,0.3,0.2,0.0,0.2,,,,,,,-0.1,0.0,-0.1,0.3,0.3,0.0,1.8,A,BL
D. Kyereh,SCF,0.3,0.3,0.0,0.4,,,,,,,-0.1,0.0,-0.1,0.3,0.4,0.2,-0.9,M,BL
K. Laimer,RBL,0.3,0.3,0.0,0.4,,,,,,,0.1,0.0,0.2,0.9,0.0,0.4,-0.9,M,BL
Y. Poulsen,RBL,0.3,0.3,0.0,0.3,,,,,,,0.1,0.0,0.1,0.6,0.4,0.0,-0.9,A,BL
M. Weiser,WER,0.3,0.3,0.0,0.2,,,,,,,0.0,0.0,0.1,0.6,0.3,0.2,-0.9,F,BL
O. Uduokhai,FCA,0.3,0.3,0.0,0.4,,,,,,,-1.3,-3.0,-1.5,0.0,0.3,0.4,0.0,F,BL
A. Zehnter,FCA,0.3,0.3,1.0,0.2,,,,,,,0.0,1.0,0.0,0.6,0.3,0.0,0.0,F,BL
S. Janko,BOC,0.3,0.3,0.0,0.2,,,,,,,0.1,0.0,0.1,0.0,0.3,0.4,0.0,F,BL
P. Förster,BOC,0.3,0.3,0.0,0.1,,,,,,,0.1,0.0,-0.2,0.0,0.4,0.2,0.0,M,BL
K. Stöger,BOC,0.3,0.3,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.0,0.4,0.2,0.0,M,BL
A. Toure,FFM,0.3,0.3,0.0,0.2,,,,,,,0.0,0.0,0.0,0.3,0.1,0.4,0.0,F,BL
E. Martel,KOE,0.3,0.3,0.0,0.2,,,,,,,-0.1,0.0,-0.1,0.6,0.1,0.2,0.0,M,BL
J. Scally,BMG,0.3,0.3,0.0,0.3,,,,,,,-0.1,0.0,-0.1,0.0,0.3,0.4,0.0,F,BL
W. Orban,RBL,0.3,0.3,1.0,0.3,,,,,,,0.0,1.0,0.0,0.6,0.1,0.2,0.0,F,BL
W. Anton,VFB,0.3,0.3,0.0,0.3,,,,,,,0.1,0.0,0.1,0.0,0.3,0.4,0.0,F,BL
M. van de Ven,WOB,0.3,0.3,0.0,0.4,,,,,,,0.0,0.0,0.1,0.3,0.4,0.0,0.0,F,BL
P. Otavio,WOB,0.3,0.3,0.0,0.3,,,,,,,-0.1,0.0,-0.3,0.3,0.4,0.0,0.0,F,BL
C. Gross,WER,0.2,0.2,0.0,0.2,,,,,,,0.0,0.0,0.0,0.3,0.1,0.2,0.9,F,BL
A. MacNulty,WOB,0.2,0.2,0.0,0.2,,,,,,,-0.1,0.0,0.1,0.3,0.3,0.0,0.9,F,BL
Y. Moukoko,BVB,0.2,0.4,0.0,0.3,,,,,,,-0.1,-1.0,-0.1,0.0,0.0,1.5,-3.6,A,BL
I. Bebou,HOF,0.2,0.3,0.0,0.1,,,,,,,-0.7,0.0,-0.4,0.6,0.3,0.2,-1.8,A,BL
L. Silva Melo,FFM,0.2,0.3,0.0,0.3,,,,,,,0.0,0.0,-0.1,0.0,0.3,0.4,-0.9,F,BL
W. Jeong,SCF,0.2,0.3,0.0,0.3,,,,,,,0.1,0.0,0.1,0.3,0.4,0.0,-0.9,A,BL
M. Richter,BSC,0.2,0.3,0.0,0.2,,,,,,,0.2,0.0,0.2,0.3,0.3,0.2,-0.9,A,BL
J. Brooks,HOF,0.2,0.3,0.0,0.1,,,,,,,-0.1,0.0,-0.1,0.0,0.3,0.4,-0.9,F,BL
N. Ngoumou,BMG,0.2,0.3,0.0,0.3,,,,,,,-0.1,0.0,0.0,0.3,0.1,0.4,-0.9,M,BL
Iago,FCA,0.2,0.2,0.0,0.3,,,,,,,0.0,0.0,0.0,0.0,0.3,0.2,0.0,F,BL
D. Katic,FCA,0.2,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.6,0.1,0.0,0.0,F,BL
N. Schulz,BVB,0.2,0.2,0.0,0.2,,,,,,,-0.1,0.0,-0.1,0.3,0.1,0.2,0.0,F,BL
S. Coulibaly,BVB,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,F,BL
J. Boetius,BSC,0.2,0.2,0.0,0.1,,,,,,,0.1,0.0,0.1,0.0,0.1,0.4,0.0,M,BL
P. Kaderabek,HOF,0.2,0.2,0.0,0.1,,,,,,,-0.3,0.0,-0.4,0.0,0.3,0.2,0.0,F,BL
M. Pantovic,UBL,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,M,BL
F. Nmecha,WOB,0.2,0.2,0.0,0.1,,,,,,,0.0,0.0,-0.1,0.3,0.1,0.2,0.0,M,BL
K. Schlotterbeck,BOC,0.2,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.4,0.9,F,BL
K. Jakic,FFM,0.2,0.1,0.0,0.2,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,0.9,M,BL
M. Hoppe,VFB,0.2,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.3,0.1,0.0,0.9,F,BL
M. Lacroix,WOB,0.2,0.1,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.3,0.1,0.0,0.9,F,BL
M. Thorsby,UBL,0.2,0.1,0.0,0.1,,,,,,,-0.4,0.0,-0.3,0.0,0.1,0.0,1.8,M,BL
B. Schmitz,KOE,0.1,0.3,0.0,0.3,,,,,,,-0.3,0.0,-0.3,0.9,0.1,0.0,-1.8,F,BL
D. Scherhant,BSC,0.1,0.3,0.0,0.2,,,,,,,0.1,0.0,0.1,0.3,0.3,0.2,-1.8,A,BL
A. Modeste,BVB,0.1,0.2,0.0,0.0,,,,,,,0.1,0.0,0.0,0.0,0.1,0.4,-0.9,A,BL
D. Ljubicic,KOE,0.1,0.2,0.0,0.2,,,,,,,0.1,0.0,0.1,0.0,0.3,0.2,-0.9,M,BL
N. Petersen,SCF,0.1,0.2,0.0,0.3,,,,,,,0.1,0.0,0.3,0.0,0.4,0.0,-0.9,A,BL
A. Rogel,BSC,0.1,0.2,0.0,0.1,,,,,,,0.1,0.0,0.0,0.0,0.4,0.0,-0.9,F,BL
T. Krauss,S04,0.1,0.2,0.0,0.3,,,,,,,0.1,0.0,0.2,0.3,0.3,0.0,-0.9,M,BL
S. Michel,UBL,0.1,0.2,0.0,0.2,,,,,,,-0.1,0.0,-0.2,0.3,0.3,0.0,-0.9,A,BL
B. Leneis,FCA,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.1,0.3,0.0,0.2,0.0,G,BL
G. Marusic,BAY,0.1,0.1,0.0,0.2,,,,,,,0.0,0.0,0.0,0.6,0.0,0.0,0.0,F,BL
D. Soares,BOC,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.1,0.0,0.0,F,BL
T. Rothe,BVB,0.1,0.1,0.0,0.1,,,,,,,0.1,0.0,0.0,0.0,0.1,0.2,0.0,F,BL
R. Smajic,KOE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.1,0.0,0.0,F,BL
S. Adamyan,KOE,0.1,0.1,0.0,0.2,,,,,,,0.0,0.0,0.0,0.3,0.1,0.0,0.0,M,BL
F. Uremovic,BSC,0.1,0.1,0.0,0.2,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,0.0,F,BL
T. Cigerci,BSC,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.4,0.0,M,BL
I. Sunjic,BSC,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.2,0.0,M,BL
J. Che,HOF,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,F,BL
M. Damar,HOF,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,-0.1,0.0,0.1,0.2,0.0,M,BL
O. Kossounou,B04,0.1,0.1,0.0,0.2,,,,,,,0.0,0.0,0.1,0.0,0.3,0.0,0.0,F,BL
T. Jantschke,BMG,0.1,0.1,0.0,0.1,,,,,,,-0.1,0.0,-0.1,0.0,0.1,0.2,0.0,F,BL
J. Vagnoman,VFB,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,0.0,F,BL
T. Baumgartl,UBL,0.1,0.1,0.0,0.1,,,,,,,0.1,0.0,0.1,0.0,0.1,0.2,0.0,F,BL
E. Dinkci,WER,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,A,BL
F. Asllani,HOF,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.9,A,BL
J. Weigl,BMG,0.1,0.3,0.0,0.2,,,,,,,-0.1,0.0,0.0,0.3,0.3,0.2,-2.7,M,BL
T. Meunier,BVB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.2,-0.9,F,BL
A. Stach,M05,0.1,0.1,2.0,0.2,,,,,,,0.1,2.0,0.1,0.0,0.1,0.2,-0.9,M,BL
T. Coulibaly,VFB,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.3,0.0,-0.9,M,BL
L. Pfeiffer,VFB,0.1,0.1,1.0,0.2,,,,,,,-0.3,1.0,-0.2,0.0,0.3,0.0,-0.9,A,BL
T. Koubek,FCA,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,G,BL
D. Caligiuri,FCA,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
R. Vargas,FCA,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,BL
D. Blind,BAY,0.1,0.1,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.0,0.1,0.0,0.0,F,BL
P. Wanner,BAY,0.1,0.1,0.0,0.1,,,,,,,-0.1,0.0,-0.1,0.0,0.1,0.0,0.0,M,BL
I. Ordets,BOC,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,-0.1,0.0,0.0,0.2,0.0,F,BL
S. Zoller,BOC,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.3,0.0,0.0,0.0,A,BL
J. Schröder,FFM,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,0.0,0.3,0.0,0.0,0.0,F,BL
S. Rode,FFM,0.1,0.1,0.0,0.0,,,,,,,-0.2,0.0,-0.2,0.0,0.1,0.0,0.0,M,BL
F. Alidou,FFM,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,A,BL
G. Strauch,KOE,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,BL
D. Selke,KOE,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,A,BL
K. Sildillia,SCF,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,BL
J. Kenny,BSC,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,F,BL
J. Ngankam,BSC,0.1,0.1,1.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,A,BL
B. Hübner,HOF,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,F,BL
E. Quaresma,HOF,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,BL
S. Rudy,HOF,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.1,0.0,0.0,0.2,0.0,M,BL
D. Geiger,HOF,0.1,0.1,1.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
J. Bruun Larsen,HOF,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,A,BL
T. Fosu-Mensah,B04,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,F,BL
P. Schulz,M05,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
M. Friedrich,BMG,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,F,BL
L. Netz,BMG,0.1,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.2,0.0,0.1,0.0,0.0,F,BL
S. Walde,BMG,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,F,BL
O. Fraulo,BMG,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
T. Skarke,S04,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,-0.1,0.3,0.0,0.0,0.0,M,BL
S. Sane,S04,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
S. Terodde,S04,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,A,BL
M. Bülter,S04,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,A,BL
O. Beyaz,VFB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
L. Ulrich,VFB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
Y. Stein,UBL,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,G,BL
L. Öztunali,UBL,0.1,0.1,0.0,0.1,,,,,,,-0.1,0.0,0.0,0.3,0.0,0.0,0.0,M,BL
M. Backhaus,WER,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,G,BL
N. Stark,WER,0.1,0.1,0.0,0.0,,,,,,,-0.2,0.0,-0.2,0.0,0.1,0.0,0.0,F,BL
D. Salifou,WER,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,M,BL
K. Fischer,WOB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,F,BL
L. Ambros,WOB,0.1,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,M,BL
O. Marmoush,WOB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,A,BL
L. Waldschmidt,WOB,0.1,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,A,BL
D. Zagadou,VFB,0.0,0.1,0.0,0.0,,,,,,,-0.1,0.0,-0.3,0.0,0.1,0.2,-1.8,F,BL
G. Gürpüz,BVB,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,-0.9,M,BL
Y. Keitel,SCF,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,M,BL
R. Wagner,SCF,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,M,BL
J. Dilrosun,BSC,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,M,BL
M. Simakan,RBL,0.0,0.1,1.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,F,BL
L. Buchanan,WER,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-0.9,F,BL
T. Berger,WER,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,-0.9,M,BL
J. Guilavogui,WOB,0.0,0.1,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,-0.9,M,BL
M. Neuer,BAY,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,-1.8,G,BL
R. Skov,HOF,0.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,-6.3,A,BL
K. Kvaratskhelia,NAP,57.0,56.1,93.0,88.3,,,,,,,22.5,59.0,44.7,47.3,61.1,68.6,60.3,M,CL
E. Håland,MAC,44.9,44.4,53.0,55.5,,,,,,,22.6,53.0,53.7,44.9,43.1,46.5,36.0,A,CL
A. Silva,BEN,43.6,42.9,79.0,73.2,,,,,,,12.7,11.0,16.2,32.8,47.1,61.2,52.2,F,CL
V. Osimhen,NAP,41.1,39.1,84.0,77.9,,,,,,,33.7,84.0,75.3,29.6,45.0,51.6,133.2,A,CL
O. Vlachodimos,BEN,39.0,38.3,53.0,60.0,,,,,,,17.7,31.0,35.5,32.3,42.8,43.6,53.1,G,CL
M. Akanji,MAC,38.1,37.7,26.0,40.9,,,,,,,2.3,-1.0,5.8,32.4,42.0,41.7,26.1,F,CL
J. Mario,BEN,34.8,33.8,81.0,70.9,,,,,,,26.4,67.0,58.1,24.0,39.1,48.5,63.9,M,CL
J. Grealish,MAC,26.0,25.2,27.0,32.6,,,,,,,9.9,24.0,19.4,19.2,28.8,33.4,54.9,M,CL
A. Bah,BEN,25.7,24.9,52.0,43.5,,,,,,,13.1,23.0,22.2,19.7,27.6,32.8,57.6,F,CL
F. Valverde,RMA,24.9,24.5,59.0,45.1,,,,,,,-4.1,-8.0,-11.4,23.3,24.2,29.3,23.4,M,CL
V. Junior,RMA,23.7,22.5,38.0,30.1,,,,,,,-5.0,14.0,-3.0,25.5,21.0,18.0,77.4,A,CL
N. Mendes,PSG,23.4,23.9,9.0,9.9,,,,,,,-0.0,2.0,-3.9,29.1,20.7,17.1,-30.6,F,CL
K. Mbappe,PSG,20.0,20.2,18.0,16.8,,,,,,,-25.8,-78.0,-71.0,22.8,18.6,16.8,-11.7,A,CL
G. Ramos,BEN,18.7,18.4,14.0,17.2,,,,,,,7.2,5.0,5.9,17.7,19.4,17.9,19.8,A,CL
M. Kim,NAP,17.9,17.1,26.0,26.3,,,,,,,10.4,19.0,21.4,14.2,18.8,21.0,54.9,F,CL
J. Alvarez,MAC,14.9,15.7,6.0,8.1,,,,,,,-5.4,-26.0,-17.8,16.4,15.4,14.4,-54.9,A,CL
K. De Bruyne,MAC,13.8,14.0,10.0,10.8,,,,,,,5.1,9.0,7.5,14.3,14.7,11.4,-15.3,M,CL
R. Lewis,MAC,13.1,13.6,8.0,22.4,,,,,,,13.4,8.0,21.9,7.8,17.6,20.1,-38.7,F,CL
L. Messi,PSG,12.7,13.3,18.0,16.7,,,,,,,0.4,-4.0,-4.1,12.1,14.2,14.3,-43.2,A,CL
H. Elliott,LIV,11.8,12.5,0.0,2.7,,,,,,,-7.1,-15.0,-13.2,16.1,10.4,7.3,-45.0,M,CL
J. Bellingham,BVB,11.8,12.0,10.0,10.3,,,,,,,2.4,7.0,4.4,15.5,10.7,5.3,-18.0,M,CL
P. Foden,MAC,11.7,11.9,5.0,7.0,,,,,,,-2.1,-7.0,-5.6,12.9,10.8,11.6,-8.1,M,CL
G. Di Lorenzo,NAP,11.5,10.5,24.0,20.1,,,,,,,6.6,24.0,17.5,10.1,11.0,10.3,63.0,F,CL
A. Grimaldo,BEN,10.9,10.8,36.0,24.9,,,,,,,6.3,20.0,14.6,7.3,12.6,16.2,4.5,F,CL
A. Tchouameni,RMA,10.6,10.8,0.0,0.8,,,,,,,0.0,0.0,-0.3,16.9,6.6,3.9,-12.6,M,CL
J. Lindstrøm,FFM,9.9,10.4,5.0,6.9,,,,,,,-4.1,-12.0,-8.7,11.6,10.1,8.0,-36.9,M,CL
N. Jr.,PSG,9.5,10.2,1.0,2.7,,,,,,,-0.8,1.0,-1.1,10.5,10.4,8.3,-41.4,A,CL
R. Silva,BEN,9.4,9.4,15.0,15.1,,,,,,,-3.3,-23.0,-13.9,8.7,10.2,9.2,0.0,M,CL
H. Kane,TOT,9.3,9.4,5.0,7.3,,,,,,,-0.5,-4.0,-0.5,7.6,10.7,11.1,-8.1,A,CL
P. Zielinski,NAP,8.1,7.9,9.0,8.0,,,,,,,2.0,6.0,5.0,8.3,8.4,5.6,9.9,M,CL
M. Olivera,NAP,7.6,6.8,2.0,2.9,,,,,,,-2.1,0.0,-0.8,8.5,6.2,3.2,57.6,F,CL
J. Bernat,PSG,7.3,7.7,3.0,4.3,,,,,,,-15.2,-20.0,-30.9,8.7,7.5,5.4,-28.8,F,CL
A. Meret,NAP,6.7,6.4,8.0,7.9,,,,,,,3.7,8.0,6.6,6.0,7.1,5.6,21.6,G,CL
E. Moraes,MAC,6.7,6.6,7.0,6.8,,,,,,,3.3,7.0,5.3,6.6,6.4,6.8,9.0,G,CL
B. Silva,MAC,6.7,6.6,0.0,1.8,,,,,,,0.7,-1.0,0.5,8.7,5.5,3.5,1.8,M,CL
Rodrygo,RMA,6.5,6.9,6.0,6.6,,,,,,,-13.8,-45.0,-37.4,7.4,6.6,6.0,-24.3,A,CL
D. Neres,BEN,5.9,5.7,2.0,6.1,,,,,,,1.0,0.0,2.6,6.1,5.5,5.4,14.4,M,CL
K. Benzema,RMA,5.7,5.2,9.0,7.6,,,,,,,2.4,9.0,7.0,4.2,5.8,7.0,33.3,A,CL
R. Mahrez,MAC,5.5,5.3,7.0,7.0,,,,,,,3.4,7.0,6.2,3.7,5.8,8.4,16.2,A,CL
R. Leão,ACM,5.5,5.6,3.0,3.6,,,,,,,-1.2,-2.0,-1.7,7.2,5.0,2.8,-11.7,A,CL
D. Costa,FCP,5.3,5.3,13.0,7.8,,,,,,,-2.7,-14.0,-10.2,3.7,6.4,7.2,0.0,G,CL
Vitinha,PSG,5.3,5.5,1.0,0.9,,,,,,,-4.6,-5.0,-7.3,7.6,4.0,3.3,-12.6,M,CL
S. Eustaquio,FCP,5.3,5.4,3.0,5.0,,,,,,,-1.9,-8.0,-5.8,5.3,5.8,4.5,-9.0,M,CL
C. Romero,TOT,5.2,5.3,0.0,0.4,,,,,,,0.1,0.0,-0.1,7.6,3.6,2.7,-0.9,F,CL
W. Zaire-Emery,PSG,5.1,5.3,8.0,6.0,,,,,,,5.3,8.0,6.0,3.8,6.5,6.4,-10.8,M,CL
