league,game,player,team,pos_cat,value,starter_prob_GW1,gs%,gp%,StartsIARow
9. Serie A,Serie Manager Forår 2023,Mattia Motolese,Bologna,F,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Wisdom Amey,Bologna,F,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Antonio Raimondo,Bologna,M,2049000,0.0,0.0,0.0902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Niklas Pyyhtia,Bologna,M,1976000,0.0,0.0,0.2708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Kacper Urbanski,Bologna,M,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Pagliuca,Bologna,A,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Marco Carnesecchi,Cremonese,G,3087000,0.955,0.95,0.95,15.0
9. Serie A,Serie Manager Forår 2023,Emanuele Valeri,Cremonese,F,3203000,0.934375,0.75,0.9875,2.0
9. Serie A,Serie Manager Forår 2023,Leonardo Sernicola,Cremonese,F,2399000,0.934375,0.85,0.8722222222222222,6.0
9. Serie A,Serie Manager Forår 2023,Marco Benassi,Cremonese,M,2005000,0.934375,0.65,0.65,5.0
9. Serie A,Serie Manager Forår 2023,David Okereke,Cremonese,A,4210000,0.934375,0.65,0.8194444444444444,2.0
9. Serie A,Serie Manager Forår 2023,Johan Vasquez,Cremonese,F,1916000,0.903125,0.4,0.5388888888888889,1.0
9. Serie A,Serie Manager Forår 2023,Frank Tsadjout,Cremonese,A,2738000,0.903125,0.65,0.6694444444444444,3.0
9. Serie A,Serie Manager Forår 2023,Matteo Bianchetti,Cremonese,F,2439000,0.840625,0.65,0.6791666666666666,2.0
9. Serie A,Serie Manager Forår 2023,Vlad Chiriches,Cremonese,F,1841000,0.809375,0.4,0.5138888888888888,0.0
9. Serie A,Serie Manager Forår 2023,Charles Pickel,Cremonese,M,2393000,0.7656249999999999,0.85,0.8972222222222221,4.0
9. Serie A,Serie Manager Forår 2023,Felix Afena-Gyan,Cremonese,A,1965000,0.49,0.2222222222222222,0.8097222222222222,1.0
9. Serie A,Serie Manager Forår 2023,Cyriel Dessers,Cremonese,A,3481000,0.47812499999999997,0.4,0.6138888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Emanuel Aiwu,Cremonese,F,2415000,0.25,0.2222222222222222,0.5236111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Soualiho Meite,Cremonese,M,2467000,0.23125,0.45,0.8472222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Daniel Ciofani,Cremonese,A,3790000,0.171875,0.3333333333333333,0.9625,0.0
9. Serie A,Serie Manager Forår 2023,Michele Castagnetti,Cremonese,M,2362000,0.15625,0.4,0.7319444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Paolo Ghiglione,Cremonese,M,2481000,0.125,0.1111111111111111,0.4236111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Pablo Galdames,Cremonese,M,2006000,0.125,0.65,0.65,7.0
9. Serie A,Serie Manager Forår 2023,Cristian Buonaiuto,Cremonese,M,2923000,0.109375,0.1111111111111111,0.6791666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Luka Lochoshvili,Cremonese,F,2392000,0.09375,0.2222222222222222,0.4208333333333333,0.0
9. Serie A,Serie Manager Forår 2023,Giacomo Quagliata,Cremonese,F,1928000,0.078125,0.1111111111111111,0.2402777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Mouhamadou Sarr,Cremonese,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Dorian Ciezkowski,Cremonese,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Gianluca Saro,Cremonese,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Alex Ferrari,Cremonese,F,1903000,0.0,0.85,0.8722222222222222,4.0
9. Serie A,Serie Manager Forår 2023,Luca Valzania,Cremonese,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Paolo Bartolomei,Cremonese,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Christian Acella,Cremonese,M,1944000,0.0,0.0,0.0902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Samuel Di Carmine,Cremonese,A,1955000,0.0,0.0,0.0249999999999999,0.0
9. Serie A,Serie Manager Forår 2023,Guglielmo Vicario,Empoli,G,3852000,0.955,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Fabiano Parisi,Empoli,F,3078000,0.934375,0.4,0.7166666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Sebastiano Luperto,Empoli,F,2887000,0.934375,0.45,0.8847222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Ardian Ismajli,Empoli,F,1988000,0.934375,0.4,0.5888888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Razvan Marin,Empoli,M,3000000,0.934375,0.45,0.8194444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Tommaso Baldanzi,Empoli,A,2874000,0.934375,0.45,0.7972222222222223,0.0
9. Serie A,Serie Manager Forår 2023,Filippo Bandinelli,Empoli,M,3131000,0.903125,0.4,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Tyronne Ebuehi,Empoli,F,2431000,0.840625,0.4,0.7972222222222223,0.0
9. Serie A,Serie Manager Forår 2023,Martin Satriano,Empoli,A,2604000,0.840625,0.4,0.8847222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Jean-Daniel Akpa Akpro,Empoli,M,2024000,0.825,0.45,0.7069444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Francesco Caputo,Empoli,A,3961000,0.68875,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Roberto Piccoli,Empoli,A,2030000,0.416875,0.0,0.5916666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Nicolas Haas,Empoli,M,2540000,0.1875,0.0,0.5111111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Alberto Grassi,Empoli,M,2461000,0.1875,0.65,0.65,6.0
9. Serie A,Serie Manager Forår 2023,Petar Stojanovic,Empoli,F,2514000,0.15625,0.2222222222222222,0.6916666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Emanuel Vignato,Empoli,M,2134000,0.15625,0.0,0.1902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Liam Henderson,Empoli,M,2449000,0.125,0.1111111111111111,0.4333333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Marko Pjaca,Empoli,M,3513000,0.109375,0.0,0.3583333333333333,0.0
9. Serie A,Serie Manager Forår 2023,Koni de Winter,Empoli,F,2064000,0.09375,0.3333333333333333,0.3708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Jacopo Fazzini,Empoli,M,2049000,0.09375,0.1111111111111111,0.448611111111111,0.0
9. Serie A,Serie Manager Forår 2023,Liberato Cacace,Empoli,F,2037000,0.078125,0.2222222222222222,0.3861111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Sebastian Walukiewicz,Empoli,F,2002000,0.078125,0.0,0.1277777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Samuele Perisan,Empoli,G,2955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Samir Ujkani,Empoli,G,2955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Valerio Biagini,Empoli,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Gian Marco Fantoni,Empoli,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Jacopo Seghetti,Empoli,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Lorenzo Tonelli,Empoli,F,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Alessio Rizza,Empoli,F,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Gabriele Guarino,Empoli,F,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Nicolo Cambiaghi,Empoli,M,3022000,0.0,0.3333333333333333,0.8347222222222223,0.0
9. Serie A,Serie Manager Forår 2023,Duccio Degli Innocenti,Empoli,M,1955000,0.0,0.0,0.0124999999999999,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Destro,Empoli,A,3455000,0.0,0.0,0.125,0.0
9. Serie A,Serie Manager Forår 2023,Pietro Terracciano,Fiorentina,G,4253000,0.955,0.45,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Cristiano Biraghi,Fiorentina,F,3694000,0.934375,0.45,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Dodo,Fiorentina,F,3103000,0.934375,0.4,0.7819444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Giacomo Bonaventura,Fiorentina,M,4054000,0.934375,0.4,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Sofyan Amrabat,Fiorentina,M,2977000,0.934375,0.4,0.7944444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Igor Julio,Fiorentina,F,2563000,0.903125,0.4,0.7569444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Nicolas Gonzalez,Fiorentina,M,5468000,0.903125,0.4,0.7069444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Arthur Cabral,Fiorentina,A,5536000,0.825,0.2222222222222222,0.6916666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Rolando Mandragora,Fiorentina,M,2605000,0.6124999999999999,0.1111111111111111,0.4333333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Nikola Milenkovic,Fiorentina,F,3442000,0.610625,0.45,0.7694444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Riccardo Saponara,Fiorentina,M,3363000,0.610625,0.4,0.7819444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Antonin Barak,Fiorentina,M,4716000,0.493125,0.4,0.7041666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Nanitamo Jonathan Ikone,Fiorentina,M,3151000,0.4325,0.4,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Lucas Martinez Quarta,Fiorentina,F,3169000,0.354375,0.2222222222222222,0.4333333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Luka Jovic,Fiorentina,A,5541000,0.1875,0.4,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Christian Kouame,Fiorentina,A,4509000,0.171875,0.4,0.7166666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Gaetano Castrovilli,Fiorentina,M,2562000,0.15625,0.0,0.3611111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Alfred Duncan,Fiorentina,M,2948000,0.125,0.4,0.5638888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Josip Brekalo,Fiorentina,A,3967000,0.125,0.0,0.1652777777777778,0.0
9. Serie A,Serie Manager Forår 2023,Lorenzo Venuti,Fiorentina,F,2471000,0.09375,0.3333333333333333,0.4361111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Luca Ranieri,Fiorentina,F,2463000,0.078125,0.2222222222222222,0.2222222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Alessandro Bianco,Fiorentina,M,2008000,0.078125,0.2222222222222222,0.2708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Salvatore Sirigu,Fiorentina,G,4455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Michele Cerofolini,Fiorentina,G,2955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Tommaso Martinelli,Fiorentina,G,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Aleksa Terzic,Fiorentina,F,2109000,0.0,0.1111111111111111,0.5513888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Dimo Krastev,Fiorentina,F,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Michael Kayode,Fiorentina,F,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Riccardo Sottil,Fiorentina,M,2455000,0.0,0.0,0.0875,0.0
9. Serie A,Serie Manager Forår 2023,Tofol Montiel,Fiorentina,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Costantino Favasuli,Fiorentina,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Lorenzo Amatucci,Fiorentina,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Filippo Distefano,Fiorentina,A,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Alexander Kokorin,Fiorentina,A,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Lorenzo Montipo,Hellas Verona,G,3494000,0.955,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Isak Hien,Hellas Verona,F,2204000,0.934375,0.45,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Darko Lazovic,Hellas Verona,M,3324000,0.934375,0.45,0.8597222222222223,0.0
9. Serie A,Serie Manager Forår 2023,Adrien Tameze,Hellas Verona,M,2594000,0.934375,0.45,0.8972222222222221,0.0
9. Serie A,Serie Manager Forår 2023,Josh Doig,Hellas Verona,F,2863000,0.91875,0.45,0.7444444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Ondrej Duda,Hellas Verona,M,2510000,0.903125,0.3333333333333333,0.5236111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Cyril Ngonge,Hellas Verona,A,2818000,0.840625,0.3333333333333333,0.3611111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Adolfo Gaich,Hellas Verona,A,2512000,0.6718749999999999,0.2222222222222222,0.2708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Fabio Depaoli,Hellas Verona,F,2996000,0.595,0.45,0.8847222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Diego Coppola,Hellas Verona,F,2085000,0.504375,0.2222222222222222,0.4361111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Marco Davide Faraoni,Hellas Verona,F,1943000,0.495,0.0,0.1902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Pawel Dawidowicz,Hellas Verona,F,2036000,0.491875,0.4,0.6291666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Kevin Lasagna,Hellas Verona,A,2562000,0.37124999999999997,0.3333333333333333,0.7041666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Oliver Abildgaard,Hellas Verona,M,2031000,0.1875,0.0,0.2708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Jayden Braaf,Hellas Verona,A,1955000,0.171875,0.1111111111111111,0.1805555555555555,0.0
9. Serie A,Serie Manager Forår 2023,Simone Verdi,Hellas Verona,M,2985000,0.15625,0.0,0.3708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Yayah Kallon,Hellas Verona,A,2594000,0.125,0.3333333333333333,0.6013888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Filippo Terracciano,Hellas Verona,M,2063000,0.078125,0.0,0.4611111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Alessandro Berardi,Hellas Verona,G,2955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Simone Perilli,Hellas Verona,G,2955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Federico Ceccherini,Hellas Verona,F,2173000,0.0,0.4,0.6541666666666666,0.0
9. Serie A,Serie Manager Forår 2023,Deyovaisio Zeefuik,Hellas Verona,F,1949000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Juan Cabal,Hellas Verona,F,1934000,0.0,0.0,0.0375,0.0
9. Serie A,Serie Manager Forår 2023,Miguel Veloso,Hellas Verona,M,2452000,0.0,0.0,0.2652777777777778,0.0
9. Serie A,Serie Manager Forår 2023,Ibrahim Sulemana,Hellas Verona,M,2051000,0.0,0.2222222222222222,0.6041666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Alphadjo Cisse,Hellas Verona,M,1995000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Jose 'Joselito' Gomez,Hellas Verona,M,1975000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Ajdin Hrustic,Hellas Verona,M,1972000,0.0,0.0,0.1527777777777778,0.0
9. Serie A,Serie Manager Forår 2023,Thomas Henry,Hellas Verona,A,3492000,0.0,0.0,0.2777777777777778,0.0
9. Serie A,Serie Manager Forår 2023,Milan Djuric,Hellas Verona,A,2711000,0.0,0.4,0.5888888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Federico Caia,Hellas Verona,A,1985000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Davide Bragantini,Hellas Verona,A,1965000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Mariusz Stepinski,Hellas Verona,A,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Lubomir Tupta,Hellas Verona,A,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Andre Onana,Internazionale,G,5576000,0.955,0.45,0.7194444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Alessandro Bastoni,Internazionale,F,4923000,0.934375,0.45,0.7694444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Nicolo Barella,Internazionale,M,7119000,0.934375,0.4,0.8194444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Hakan Calhanoglu,Internazionale,M,6286000,0.91875,0.45,0.8972222222222221,0.0
9. Serie A,Serie Manager Forår 2023,Lautaro Martinez,Internazionale,A,9618000,0.903125,0.4,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Francesco Acerbi,Internazionale,F,3921000,0.8875,0.45,0.7444444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Matteo Darmian,Internazionale,F,4563000,0.840625,0.45,0.8472222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Robin Gosens,Internazionale,F,5672000,0.825,0.1111111111111111,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Denzel Dumfries,Internazionale,M,5528000,0.8131249999999999,0.2222222222222222,0.6388888888888888,0.0
9. Serie A,Serie Manager Forår 2023,Marcelo Brozovic,Internazionale,M,4537000,0.629375,0.1111111111111111,0.3958333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Romelu Lukaku,Internazionale,A,7270000,0.610625,0.3333333333333333,0.6819444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Henrikh Mkhitaryan,Internazionale,M,5868000,0.491875,0.45,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Edin Dzeko,Internazionale,A,6961000,0.4325,0.4,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Milan Skriniar,Internazionale,F,5261000,0.171875,0.4,0.7291666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Federico Dimarco,Internazionale,F,5019000,0.171875,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Stefan de Vrij,Internazionale,F,4478000,0.168125,0.2222222222222222,0.3305555555555556,0.0
9. Serie A,Serie Manager Forår 2023,Roberto Gagliardini,Internazionale,M,3181000,0.125,0.2222222222222222,0.6041666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Raoul Bellanova,Internazionale,F,2934000,0.109375,0.65,0.65,16.0
9. Serie A,Serie Manager Forår 2023,Kristjan Asllani,Internazionale,M,2572000,0.078125,0.0,0.5388888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Samir Handanovic,Internazionale,G,5014000,0.0,0.1111111111111111,0.1902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Alex Cordaz,Internazionale,G,3955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Nikolaos Botis,Internazionale,G,3455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Danilo D'Ambrosio,Internazionale,F,3061000,0.0,0.0,0.1402777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Alessandro Fontanarosa,Internazionale,F,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Zanotti,Internazionale,F,2455000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Valentin Carboni,Internazionale,M,2006000,0.0,0.0,0.1930555555555555,0.0
9. Serie A,Serie Manager Forår 2023,Aleksandar Stankovic,Internazionale,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Joaquin Correa,Internazionale,A,5563000,0.0,0.1111111111111111,0.5236111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Dennis Curatolo,Internazionale,A,2465000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Danilo,Juventus,F,6132000,0.934375,0.95,1.0,18.0
9. Serie A,Serie Manager Forår 2023,Bremer,Juventus,F,4043000,0.934375,0.45,0.7944444444444444,1.0
9. Serie A,Serie Manager Forår 2023,Adrien Rabiot,Juventus,M,6082000,0.934375,0.85,0.95,8.0
9. Serie A,Serie Manager Forår 2023,Manuel Locatelli,Juventus,M,4723000,0.934375,0.45,0.8722222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Wojciech Szczesny,Juventus,G,6090000,0.92375,0.45,0.8347222222222223,1.0
9. Serie A,Serie Manager Forår 2023,Filip Kostic,Juventus,M,6512000,0.903125,0.95,1.0125,20.0
9. Serie A,Serie Manager Forår 2023,Dusan Vlahovic,Juventus,A,9044000,0.85625,0.65,0.65,4.0
9. Serie A,Serie Manager Forår 2023,Mattia De Sciglio,Juventus,F,4264000,0.7381249999999999,0.3333333333333333,0.5513888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Angel Di Maria,Juventus,M,7345000,0.72,0.45,0.8097222222222222,1.0
9. Serie A,Serie Manager Forår 2023,Alex Sandro,Juventus,F,4424000,0.68875,0.85,0.85,4.0
9. Serie A,Serie Manager Forår 2023,Nicolo Fagioli,Juventus,M,3875000,0.6718749999999999,0.4,0.8097222222222222,1.0
9. Serie A,Serie Manager Forår 2023,Federico Chiesa,Juventus,M,5814000,0.4325,0.2222222222222222,0.6569444444444443,0.0
9. Serie A,Serie Manager Forår 2023,Federico Gatti,Juventus,F,2533000,0.33875,0.2222222222222222,0.2305555555555555,0.0
9. Serie A,Serie Manager Forår 2023,Enzo Barrenechea,Juventus,M,2496000,0.27749999999999997,0.1111111111111111,0.1111111111111111,1.0
9. Serie A,Serie Manager Forår 2023,Juan Cuadrado,Juventus,F,5792000,0.24312499999999998,0.65,0.65,2.0
9. Serie A,Serie Manager Forår 2023,Paul Pogba,Juventus,M,5512000,0.171875,0.0,0.0902777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Moise Kean,Juventus,A,5851000,0.171875,0.3333333333333333,0.975,0.0
9. Serie A,Serie Manager Forår 2023,Leonardo Bonucci,Juventus,F,4539000,0.15625,0.0,0.2930555555555555,0.0
9. Serie A,Serie Manager Forår 2023,Fabio Miretti,Juventus,M,2630000,0.125,0.3333333333333333,0.6138888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Leandro Paredes,Juventus,M,3615000,0.09375,0.2222222222222222,0.6916666666666665,0.0
9. Serie A,Serie Manager Forår 2023,Daniele Rugani,Juventus,F,2679000,0.078125,0.2222222222222222,0.2222222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Matias Soule,Juventus,A,3063000,0.078125,0.1111111111111111,0.4236111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Perin,Juventus,G,5132000,0.0,0.1111111111111111,0.1777777777777777,0.0
9. Serie A,Serie Manager Forår 2023,Carlo Pinsoglio,Juventus,G,3955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Stefano Gori,Juventus,G,3955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Giovanni Garofani,Juventus,G,3955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Alessandro Pio Riccio,Juventus,F,2460000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Tommaso Barbieri,Juventus,F,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Mohamed Ihattaren,Juventus,M,2470000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Compagnon,Juventus,M,1955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Martin Palumbo,Juventus,M,1955000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Arkadiusz Milik,Juventus,A,6422000,0.0,0.3333333333333333,0.6263888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Samuel Iling-Junior,Juventus,A,3090000,0.0,0.0,0.4763888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Kaio Jorge,Juventus,A,2455000,0.0,0.0,0.0,0.0
9. Serie A,Serie Manager Forår 2023,Cosimo Marco Da Graca,Juventus,A,2455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Ivan Provedel,Lazio,G,5674000,0.955,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Sergej Milinkovic-Savic,Lazio,M,7415000,0.934375,0.45,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Felipe Anderson,Lazio,M,5708000,0.934375,0.4,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Ciro Immobile,Lazio,A,9050000,0.934375,0.4,0.7694444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Adam Marusic,Lazio,F,5024000,0.91875,0.45,0.9097222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Alessio Romagnoli,Lazio,F,4708000,0.903125,0.45,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Mattia Zaccagni,Lazio,M,6183000,0.903125,0.45,0.7944444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Luis Alberto,Lazio,M,5681000,0.85625,0.45,0.7944444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Elseid Hysaj,Lazio,F,3351000,0.8287499999999999,0.4,0.7819444444444444,0.0
9. Serie A,Serie Manager Forår 2023,Patricio 'Patric' Gabarron Gil,Lazio,F,3205000,0.673125,0.1111111111111111,0.3833333333333333,0.0
9. Serie A,Serie Manager Forår 2023,Danilo Cataldi,Lazio,M,3278000,0.61125,0.45,0.8847222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Matias Vecino,Lazio,M,3069000,0.46312499999999995,0.1111111111111111,0.8069444444444445,0.0
9. Serie A,Serie Manager Forår 2023,Mario Gila Fuentes,Lazio,F,2455000,0.33875,0.0,0.0499999999999999,0.0
9. Serie A,Serie Manager Forår 2023,Manuel Lazzari,Lazio,F,4103000,0.18375,0.2222222222222222,0.6138888888888889,0.0
9. Serie A,Serie Manager Forår 2023,Toma Basic,Lazio,M,3086000,0.171875,0.1111111111111111,0.4986111111111111,0.0
9. Serie A,Serie Manager Forår 2023,Marcos Antonio,Lazio,M,3006000,0.15625,0.0,0.3708333333333332,0.0
9. Serie A,Serie Manager Forår 2023,Pedro Rodriguez,Lazio,A,5345000,0.15625,0.4,0.8847222222222222,0.0
9. Serie A,Serie Manager Forår 2023,Luca Pellegrini,Lazio,F,2980000,0.125,,,0.0
9. Serie A,Serie Manager Forår 2023,Luka Romero Bezzana,Lazio,M,2536000,0.125,0.0,0.3083333333333333,0.0
9. Serie A,Serie Manager Forår 2023,Matteo Cancellieri,Lazio,M,2479000,0.09375,0.0,0.3430555555555555,0.0
9. Serie A,Serie Manager Forår 2023,Luis Maximiano,Lazio,G,4955000,0.0,0.65,0.65,35.0
9. Serie A,Serie Manager Forår 2023,Marius Adamonis,Lazio,G,3955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Alessio Furlanetto,Lazio,G,3455000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Federico Magro,Lazio,G,2955000,0.0,,,0.0
9. Serie A,Serie Manager Forår 2023,Nicolo Casale,Lazio,F,3609000,0.0,0.45,0.8222222222222222,0.0
